DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2019-05-26,MORNING,46,16,0,hollis court boulevard          ,driver inattention/distraction,sedan
2019-05-26,SMALL HOURS,36,12,0,saint nicholas avenue           ,driver inattention/distraction,sedan
2019-05-27,AFTERNOON,59,32,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-27,EVENING,47,26,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-05-27,MORNING,30,10,0,rogers avenue                   ,unspecified,sedan
2019-05-27,SMALL HOURS,18,13,1,throop avenue                   ,unspecified,sedan
2019-05-28,AFTERNOON,99,31,0,7 avenue                        ,driver inattention/distraction,sedan
2019-05-28,EVENING,55,27,0,broadway                        ,driver inattention/distraction,sedan
2019-05-28,MORNING,92,24,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-05-28,SMALL HOURS,15,8,1,york avenue                     ,driver inattention/distraction,sedan
2019-05-29,AFTERNOON,106,24,0,broadway                        ,driver inattention/distraction,sedan
2019-05-29,EVENING,53,27,0,fulton street                   ,driver inattention/distraction,sedan
2019-05-29,MORNING,57,13,0,queens boulevard                ,unspecified,sedan
2019-05-29,SMALL HOURS,23,8,0,flatbush avenue extension       ,driver inattention/distraction,sedan
2019-05-30,AFTERNOON,102,35,0,hillside avenue                 ,driver inattention/distraction,sedan
2019-05-30,EVENING,63,25,0,atlantic avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-30,MORNING,79,22,0,bruckner boulevard              ,unspecified,sedan
2019-05-30,SMALL HOURS,13,9,0,bay ridge avenue                ,traffic control disregarded,sedan
2019-05-31,AFTERNOON,130,42,0,east 149 street                 ,unspecified,sedan
2019-05-31,EVENING,72,30,0,avenue of the americas          ,driver inattention/distraction,sedan
2019-05-31,MORNING,99,22,0,park avenue                     ,driver inattention/distraction,sedan
2019-05-31,SMALL HOURS,31,13,0,rockaway boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-01,AFTERNOON,78,32,0,northern boulevard              ,driver inattention/distraction,sedan
2019-06-01,EVENING,45,19,0,canal street                    ,driver inattention/distraction,sedan
2019-06-01,MORNING,62,25,0,flatbush avenue                 ,driver inattention/distraction,sedan
2019-06-01,SMALL HOURS,21,10,0,burbank avenue                  ,unspecified,sedan
2019-06-02,AFTERNOON,78,26,0,bay parkway                     ,unspecified,station wagon/sport utility vehicle
2019-06-02,EVENING,55,18,0,west 42 street                  ,unspecified,sedan
2019-06-02,MORNING,36,8,0,east 53 street                  ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-02,SMALL HOURS,31,16,1,199 street                      ,driver inattention/distraction,sedan
2019-06-03,AFTERNOON,123,29,0,south conduit avenue            ,driver inattention/distraction,sedan
2019-06-03,EVENING,45,24,0,linden boulevard                ,driver inattention/distraction,sedan
2019-06-03,MORNING,100,36,0,jamaica avenue                  ,driver inattention/distraction,sedan
2019-06-03,SMALL HOURS,15,2,0,queens boulevard                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-04,AFTERNOON,107,36,0,west 42 street                  ,driver inattention/distraction,sedan
2019-06-04,EVENING,53,19,0,fort hamilton parkway           ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-04,MORNING,78,25,0,northern boulevard              ,driver inattention/distraction,sedan
2019-06-04,SMALL HOURS,21,8,0,kent avenue                     ,unspecified,sedan
2019-06-05,AFTERNOON,130,35,0,east tremont avenue             ,driver inattention/distraction,sedan
2019-06-05,EVENING,47,21,0,fulton street                   ,driver inattention/distraction,sedan
2019-06-05,MORNING,62,13,0,11 avenue                       ,driver inattention/distraction,sedan
2019-06-05,SMALL HOURS,24,11,0,sheridan expressway             ,unspecified,sedan
2019-06-06,AFTERNOON,133,36,0,queens boulevard                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-06,EVENING,55,16,0,queens boulevard                ,driver inattention/distraction,sedan
2019-06-06,MORNING,82,20,0,kings highway                   ,driver inattention/distraction,sedan
2019-06-06,SMALL HOURS,28,2,0,164 street                      ,unspecified,sedan
2019-06-07,AFTERNOON,131,33,0,hillside avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-07,EVENING,63,18,0,rockaway boulevard              ,driver inattention/distraction,sedan
2019-06-07,MORNING,96,56,0,4 avenue                        ,unspecified,sedan
2019-06-07,SMALL HOURS,23,7,0,65 place                        ,unspecified,sedan
2019-06-08,AFTERNOON,84,32,0,ocean parkway                   ,driver inattention/distraction,sedan
2019-06-08,EVENING,63,29,0,pitkin avenue                   ,unspecified,sedan
2019-06-08,MORNING,52,25,0,10 avenue                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-08,SMALL HOURS,34,12,2,broadway                        ,unspecified,sedan
2019-06-09,AFTERNOON,85,30,1,ocean parkway                   ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-09,EVENING,47,22,0,metropolitan avenue             ,driver inattention/distraction,sedan
2019-06-09,MORNING,49,14,0,147 avenue                      ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-09,SMALL HOURS,50,15,0,111 avenue                      ,unspecified,sedan
2019-06-10,AFTERNOON,120,38,0,broadway                        ,driver inattention/distraction,sedan
2019-06-10,EVENING,36,14,0,bay parkway                     ,driver inattention/distraction,sedan
2019-06-10,MORNING,69,35,0,northern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-10,SMALL HOURS,12,2,0,bruckner expressway             ,driver inattention/distraction,sedan
2019-06-11,AFTERNOON,116,32,0,bruckner boulevard              ,unspecified,sedan
2019-06-11,EVENING,58,36,0,east fordham road               ,driver inattention/distraction,sedan
2019-06-11,MORNING,87,20,0,coney island avenue             ,driver inattention/distraction,sedan
2019-06-11,SMALL HOURS,18,7,0,west 48 street                  ,driver inattention/distraction,sedan
2019-06-12,AFTERNOON,112,45,0,1 avenue                        ,unspecified,sedan
2019-06-12,EVENING,39,16,0,forbell street                  ,driver inattention/distraction,sedan
2019-06-12,MORNING,93,26,0,north conduit avenue            ,driver inattention/distraction,sedan
2019-06-12,SMALL HOURS,20,11,0,roebling street                 ,driver inattention/distraction,sedan
2019-06-13,AFTERNOON,99,26,0,3 avenue                        ,driver inattention/distraction,sedan
2019-06-13,EVENING,46,20,0,knickerbocker avenue            ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-13,MORNING,98,29,0,atlantic avenue                 ,unspecified,sedan
2019-06-13,SMALL HOURS,18,4,0,2 avenue                        ,following too closely,sedan
2019-06-14,AFTERNOON,126,38,0,northern boulevard              ,driver inattention/distraction,sedan
2019-06-14,EVENING,61,19,0,merrick boulevard               ,unspecified,sedan
2019-06-14,MORNING,97,27,0,west 42 street                  ,driver inattention/distraction,sedan
2019-06-14,SMALL HOURS,31,7,0,east houston street             ,driver inattention/distraction,sedan
2019-06-15,AFTERNOON,101,35,0,3 avenue                        ,unspecified,sedan
2019-06-15,EVENING,59,28,0,north conduit avenue            ,unspecified,station wagon/sport utility vehicle
2019-06-15,MORNING,57,18,0,northern boulevard              ,driver inattention/distraction,sedan
2019-06-15,SMALL HOURS,27,8,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-06-16,AFTERNOON,77,27,0,ocean parkway                   ,driver inattention/distraction,sedan
2019-06-16,EVENING,48,20,0,queens boulevard                ,driver inattention/distraction,sedan
2019-06-16,MORNING,35,12,0,2 avenue                        ,unspecified,sedan
2019-06-16,SMALL HOURS,63,28,1,sutter avenue                   ,driver inattention/distraction,sedan
2019-06-17,AFTERNOON,89,30,0,flatbush avenue                 ,driver inattention/distraction,sedan
2019-06-17,EVENING,32,8,0,college avenue                  ,unspecified,sedan
2019-06-17,MORNING,63,10,0,3 avenue                        ,unspecified,sedan
2019-06-17,SMALL HOURS,27,6,0,hillside avenue                 ,unspecified,sedan
2019-06-18,AFTERNOON,131,41,0,atlantic avenue                 ,unspecified,sedan
2019-06-18,EVENING,59,22,0,8 avenue                        ,driver inattention/distraction,sedan
2019-06-18,MORNING,99,33,0,avenue w                        ,driver inattention/distraction,sedan
2019-06-18,SMALL HOURS,16,9,0,1 avenue                        ,unspecified,sedan
2019-06-19,AFTERNOON,120,35,0,northern boulevard              ,driver inattention/distraction,sedan
2019-06-19,EVENING,47,15,0,atlantic avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-19,MORNING,72,18,0,hillside avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-19,SMALL HOURS,16,9,0,westchester avenue              ,driver inattention/distraction,sedan
2019-06-20,AFTERNOON,116,23,0,liberty avenue                  ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-20,EVENING,55,16,1,atlantic avenue                 ,unspecified,station wagon/sport utility vehicle
2019-06-20,MORNING,87,21,0,coney island avenue             ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-20,SMALL HOURS,19,13,0,east 138 street                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-21,AFTERNOON,122,26,0,northern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-21,EVENING,59,21,0,8 avenue                        ,driver inattention/distraction,sedan
2019-06-21,MORNING,101,36,0,northern boulevard              ,unspecified,sedan
2019-06-21,SMALL HOURS,24,14,0,5 avenue                        ,driver inattention/distraction,sedan
2019-06-22,AFTERNOON,101,43,0,broadway                        ,driver inattention/distraction,sedan
2019-06-22,EVENING,62,22,0,3 avenue                        ,unspecified,sedan
2019-06-22,MORNING,59,18,0,65 street                       ,driver inattention/distraction,sedan
2019-06-22,SMALL HOURS,32,10,0,bedford avenue                  ,driver inattention/distraction,sedan
2019-06-23,AFTERNOON,85,42,0,rockaway parkway                ,driver inattention/distraction,sedan
2019-06-23,EVENING,57,30,0,east 57 street                  ,unspecified,sedan
2019-06-23,MORNING,34,8,0,16 street                       ,unspecified,sedan
2019-06-23,SMALL HOURS,41,11,0,broadway                        ,driver inattention/distraction,sedan
2019-06-24,AFTERNOON,126,34,0,broadway                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-24,EVENING,50,24,1,utica avenue                    ,driver inattention/distraction,sedan
2019-06-24,MORNING,99,22,1,queens boulevard                ,unspecified,sedan
2019-06-24,SMALL HOURS,26,5,0,west 56 street                  ,driver inattention/distraction,sedan
2019-06-25,AFTERNOON,108,46,0,queens boulevard                ,driver inattention/distraction,sedan
2019-06-25,EVENING,56,25,0,west 36 street                  ,driver inattention/distraction,sedan
2019-06-25,MORNING,80,21,0,3 avenue                        ,unspecified,sedan
2019-06-25,SMALL HOURS,18,4,0,new england thruway             ,unspecified,sedan
2019-06-26,AFTERNOON,158,59,0,23 avenue                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-26,EVENING,46,19,0,chambers street                 ,unspecified,sedan
2019-06-26,MORNING,105,36,0,3 avenue                        ,unspecified,sedan
2019-06-26,SMALL HOURS,17,9,0,east 175 street                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-27,AFTERNOON,132,44,0,north conduit avenue            ,unspecified,sedan
2019-06-27,EVENING,70,31,1,7 avenue                        ,unspecified,sedan
2019-06-27,MORNING,90,21,0,woodhaven boulevard             ,driver inattention/distraction,sedan
2019-06-27,SMALL HOURS,22,9,2,church avenue                   ,unspecified,sedan
2019-06-28,AFTERNOON,155,54,0,queens boulevard                ,driver inattention/distraction,sedan
2019-06-28,EVENING,61,24,0,flatbush avenue                 ,unspecified,sedan
2019-06-28,MORNING,75,27,0,1 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-06-28,SMALL HOURS,18,7,0,bowery                          ,driver inattention/distraction,sedan
2019-06-29,AFTERNOON,103,38,0,church avenue                   ,unspecified,sedan
2019-06-29,EVENING,51,36,0,111 avenue                      ,unspecified,sedan
2019-06-29,MORNING,67,18,0,1 avenue                        ,driver inattention/distraction,sedan
2019-06-29,SMALL HOURS,28,16,0,2 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
