DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2019-03-07,AFTERNOON,103,25,0,bruckner boulevard              ,unspecified,station wagon/sport utility vehicle
2019-03-07,EVENING,46,12,0,alabama avenue                  ,unspecified,sedan
2019-03-07,MORNING,86,20,0,northern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-07,SMALL HOURS,10,3,0,bleecker street                 ,driver inattention/distraction,sedan
2019-03-08,AFTERNOON,111,26,0,86 street                       ,driver inattention/distraction,sedan
2019-03-08,EVENING,55,10,0,east mosholu parkway south      ,driver inattention/distraction,sedan
2019-03-08,MORNING,102,26,0,kings highway                   ,driver inattention/distraction,sedan
2019-03-08,SMALL HOURS,13,5,0,11 avenue                       ,unspecified,sedan
2019-03-09,AFTERNOON,86,25,2,linden boulevard                ,unspecified,sedan
2019-03-09,EVENING,42,15,0,queens boulevard                ,driver inattention/distraction,sedan
2019-03-09,MORNING,49,12,0,kings highway                   ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-09,SMALL HOURS,25,11,0,grand street                    ,driver inattention/distraction,sedan
2019-03-10,AFTERNOON,67,17,0,woodhaven boulevard             ,unspecified,sedan
2019-03-10,EVENING,45,19,0,10 avenue                       ,driver inattention/distraction,sedan
2019-03-10,MORNING,42,7,0,7 avenue                        ,unspecified,sedan
2019-03-10,SMALL HOURS,55,22,0,springfield boulevard           ,driver inattention/distraction,sedan
2019-03-11,AFTERNOON,112,39,1,broadway                        ,unspecified,sedan
2019-03-11,EVENING,39,10,0,67 avenue                       ,driver inattention/distraction,sedan
2019-03-11,MORNING,91,28,0,3 avenue                        ,driver inattention/distraction,sedan
2019-03-11,SMALL HOURS,21,13,0,3 avenue                        ,driver inattention/distraction,sedan
2019-03-12,AFTERNOON,104,25,0,east 233 street                 ,driver inattention/distraction,sedan
2019-03-12,EVENING,35,9,0,1 avenue                        ,driver inattention/distraction,sedan
2019-03-12,MORNING,102,15,0,park avenue                     ,driver inattention/distraction,sedan
2019-03-12,SMALL HOURS,18,8,0,humboldt street                 ,driver inattention/distraction,sedan
2019-03-13,AFTERNOON,92,16,0,varick street                   ,driver inattention/distraction,sedan
2019-03-13,EVENING,42,10,0,pennsylvania avenue             ,unspecified,station wagon/sport utility vehicle
2019-03-13,MORNING,78,16,0,lexington avenue                ,unspecified,sedan
2019-03-13,SMALL HOURS,18,6,0,111 street                      ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-14,AFTERNOON,97,24,0,northern boulevard              ,driver inattention/distraction,sedan
2019-03-14,EVENING,64,18,0,amsterdam avenue                ,unspecified,sedan
2019-03-14,MORNING,83,21,1,neptune avenue                  ,driver inattention/distraction,sedan
2019-03-14,SMALL HOURS,18,7,0,pitkin avenue                   ,unspecified,station wagon/sport utility vehicle
2019-03-15,AFTERNOON,105,33,0,3 avenue                        ,driver inattention/distraction,sedan
2019-03-15,EVENING,62,21,0,west 17 street                  ,driver inattention/distraction,sedan
2019-03-15,MORNING,79,16,0,church avenue                   ,driver inattention/distraction,sedan
2019-03-15,SMALL HOURS,19,15,0,sutphin boulevard               ,driver inattention/distraction,sedan
2019-03-16,AFTERNOON,84,25,0,east fordham road               ,driver inattention/distraction,sedan
2019-03-16,EVENING,69,20,0,north conduit avenue            ,unspecified,sedan
2019-03-16,MORNING,36,12,0,sutter avenue                   ,driver inattention/distraction,sedan
2019-03-16,SMALL HOURS,27,9,0,48 street                       ,unspecified,sedan
2019-03-17,AFTERNOON,62,17,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-03-17,EVENING,29,14,0,webster avenue                  ,unspecified,station wagon/sport utility vehicle
2019-03-17,MORNING,30,5,0,tillary street                  ,unspecified,sedan
2019-03-17,SMALL HOURS,40,17,0,atlantic avenue                 ,unspecified,sedan
2019-03-18,AFTERNOON,109,27,0,3 avenue                        ,unspecified,sedan
2019-03-18,EVENING,28,15,0,ocean parkway                   ,unspecified,sedan
2019-03-18,MORNING,94,24,0,3 avenue                        ,unspecified,sedan
2019-03-18,SMALL HOURS,22,9,0,broadway                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-19,AFTERNOON,83,36,0,7 avenue                        ,driver inattention/distraction,sedan
2019-03-19,EVENING,38,19,0,164 street                      ,unspecified,sedan
2019-03-19,MORNING,107,36,0,conner street                   ,unspecified,station wagon/sport utility vehicle
2019-03-19,SMALL HOURS,14,12,0,east 98 street                  ,driver inattention/distraction,sedan
2019-03-20,AFTERNOON,91,25,0,66 street                       ,driver inattention/distraction,sedan
2019-03-20,EVENING,35,20,0,lexington avenue                ,driver inattention/distraction,sedan
2019-03-20,MORNING,83,27,0,atlantic avenue                 ,unspecified,sedan
2019-03-20,SMALL HOURS,18,7,0,1 avenue                        ,driver inattention/distraction,sedan
2019-03-21,AFTERNOON,101,31,0,northern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-21,EVENING,69,26,0,main street                     ,driver inattention/distraction,sedan
2019-03-21,MORNING,70,13,0,8 avenue                        ,unspecified,sedan
2019-03-21,SMALL HOURS,11,6,0,linden boulevard                ,unspecified,sedan
2019-03-22,AFTERNOON,126,33,0,pennsylvania avenue             ,unspecified,sedan
2019-03-22,EVENING,38,12,1,east gun hill road              ,driver inattention/distraction,sedan
2019-03-22,MORNING,104,28,0,east fordham road               ,driver inattention/distraction,sedan
2019-03-22,SMALL HOURS,31,8,0,east 149 street                 ,driver inattention/distraction,sedan
2019-03-23,AFTERNOON,81,23,0,springfield boulevard           ,driver inattention/distraction,sedan
2019-03-23,EVENING,43,12,0,39 street                       ,unspecified,sedan
2019-03-23,MORNING,52,13,0,ocean parkway                   ,driver inattention/distraction,sedan
2019-03-23,SMALL HOURS,23,5,0,9 avenue                        ,driver inattention/distraction,sedan
2019-03-24,AFTERNOON,62,27,0,woodhaven boulevard             ,driver inattention/distraction,sedan
2019-03-24,EVENING,52,28,0,flatbush avenue                 ,driver inattention/distraction,sedan
2019-03-24,MORNING,45,13,1,francis lewis boulevard         ,driver inattention/distraction,sedan
2019-03-24,SMALL HOURS,24,16,0,hillside avenue                 ,unspecified,sedan
2019-03-25,AFTERNOON,69,20,0,bell boulevard                  ,driver inattention/distraction,sedan
2019-03-25,EVENING,39,17,0,east 88 street                  ,unspecified,station wagon/sport utility vehicle
2019-03-25,MORNING,77,22,0,church avenue                   ,driver inattention/distraction,sedan
2019-03-25,SMALL HOURS,22,9,0,queens plaza north              ,unspecified,sedan
2019-03-26,AFTERNOON,93,21,0,jerome avenue                   ,driver inattention/distraction,sedan
2019-03-26,EVENING,57,31,0,bedford avenue                  ,unspecified,sedan
2019-03-26,MORNING,110,28,0,flatlands avenue                ,unspecified,sedan
2019-03-26,SMALL HOURS,16,2,0,laburnum avenue                 ,driver inattention/distraction,sedan
2019-03-27,AFTERNOON,86,22,0,coney island avenue             ,unspecified,sedan
2019-03-27,EVENING,39,17,0,11 avenue                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-27,MORNING,76,18,0,myrtle avenue                   ,driver inattention/distraction,sedan
2019-03-27,SMALL HOURS,14,2,0,morris park avenue              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-28,AFTERNOON,107,33,0,northern boulevard              ,driver inattention/distraction,sedan
2019-03-28,EVENING,44,13,0,bruckner boulevard              ,unspecified,sedan
2019-03-28,MORNING,87,32,0,east fordham road               ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-28,SMALL HOURS,18,6,0,10 avenue                       ,driver inattention/distraction,sedan
2019-03-29,AFTERNOON,101,33,0,avenue of the americas          ,driver inattention/distraction,sedan
2019-03-29,EVENING,53,17,0,jamaica avenue                  ,driver inattention/distraction,sedan
2019-03-29,MORNING,75,24,0,3 avenue                        ,unspecified,station wagon/sport utility vehicle
2019-03-29,SMALL HOURS,14,4,0,amsterdam avenue                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-30,AFTERNOON,70,28,1,135 avenue                      ,driver inattention/distraction,sedan
2019-03-30,EVENING,57,21,0,broadway                        ,unspecified,sedan
2019-03-30,MORNING,43,12,0,brewer boulevard                ,unspecified,sedan
2019-03-30,SMALL HOURS,34,9,1,central avenue                  ,unspecified,sedan
2019-03-31,AFTERNOON,65,9,0,liberty avenue                  ,driver inattention/distraction,sedan
2019-03-31,EVENING,46,19,0,east gun hill road              ,driver inattention/distraction,sedan
2019-03-31,MORNING,41,18,0,park avenue                     ,driver inattention/distraction,station wagon/sport utility vehicle
2019-03-31,SMALL HOURS,27,9,0,northern boulevard              ,driver inattention/distraction,sedan
2019-04-01,AFTERNOON,83,26,0,northern boulevard              ,unspecified,station wagon/sport utility vehicle
2019-04-01,EVENING,40,12,0,fort washington avenue          ,unspecified,sedan
2019-04-01,MORNING,95,20,0,north conduit avenue            ,driver inattention/distraction,sedan
2019-04-01,SMALL HOURS,15,2,0,flatbush avenue extension       ,unspecified,sedan
2019-04-02,AFTERNOON,73,20,0,bay parkway                     ,unspecified,sedan
2019-04-02,EVENING,38,22,0,west 59 street                  ,unspecified,sedan
2019-04-02,MORNING,76,22,0,woodhaven boulevard             ,driver inattention/distraction,sedan
2019-04-02,SMALL HOURS,18,5,0,william street                  ,unspecified,station wagon/sport utility vehicle
2019-04-03,AFTERNOON,104,14,0,southern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-03,EVENING,46,22,0,francis lewis boulevard         ,unspecified,sedan
2019-04-03,MORNING,85,29,0,flatbush avenue extension       ,driver inattention/distraction,sedan
2019-04-03,SMALL HOURS,16,8,0,broadway                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-04,AFTERNOON,122,39,1,park avenue                     ,unspecified,sedan
2019-04-04,EVENING,49,10,0,3 avenue                        ,unspecified,sedan
2019-04-04,MORNING,92,37,0,2 avenue                        ,driver inattention/distraction,sedan
2019-04-04,SMALL HOURS,23,9,0,northern boulevard              ,driver inattention/distraction,sedan
2019-04-05,AFTERNOON,121,39,0,avenue u                        ,driver inattention/distraction,sedan
2019-04-05,EVENING,66,28,0,broadway                        ,unspecified,station wagon/sport utility vehicle
2019-04-05,MORNING,89,28,0,2 avenue                        ,driver inattention/distraction,sedan
2019-04-05,SMALL HOURS,30,7,0,canal street                    ,driver inattention/distraction,sedan
2019-04-06,AFTERNOON,75,17,0,woodhaven boulevard             ,unspecified,station wagon/sport utility vehicle
2019-04-06,EVENING,68,29,1,atlantic avenue                 ,unspecified,sedan
2019-04-06,MORNING,62,17,0,broadway                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-06,SMALL HOURS,41,27,0,41 avenue                       ,driver inattention/distraction,sedan
2019-04-07,AFTERNOON,80,28,0,broadway                        ,driver inattention/distraction,sedan
2019-04-07,EVENING,37,16,0,flatbush avenue                 ,driver inattention/distraction,sedan
2019-04-07,MORNING,44,12,0,broadway                        ,unspecified,station wagon/sport utility vehicle
2019-04-07,SMALL HOURS,27,10,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-04-08,AFTERNOON,94,15,0,14 avenue                       ,unspecified,sedan
2019-04-08,EVENING,34,28,0,2 avenue                        ,driver inattention/distraction,sedan
2019-04-08,MORNING,82,25,0,beverley road                   ,driver inattention/distraction,sedan
2019-04-08,SMALL HOURS,15,6,0,north conduit avenue            ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-09,AFTERNOON,76,22,0,east 149 street                 ,driver inattention/distraction,sedan
2019-04-09,EVENING,42,13,0,parsons boulevard               ,driver inattention/distraction,sedan
2019-04-09,MORNING,81,17,0,laight street                   ,driver inattention/distraction,sedan
2019-04-09,SMALL HOURS,13,5,0,31 street                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-10,AFTERNOON,115,42,0,3 avenue                        ,unspecified,sedan
2019-04-10,EVENING,43,24,0,madison avenue                  ,driver inattention/distraction,sedan
2019-04-10,MORNING,88,25,0,north conduit avenue            ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-10,SMALL HOURS,11,6,0,pitkin avenue                   ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-11,AFTERNOON,81,19,0,1 avenue                        ,unspecified,sedan
2019-04-11,EVENING,40,6,0,1 avenue                        ,driver inattention/distraction,sedan
2019-04-11,MORNING,72,25,0,41 avenue                       ,driver inattention/distraction,sedan
2019-04-11,SMALL HOURS,23,17,1,atlantic avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-12,AFTERNOON,114,37,0,east fordham road               ,driver inattention/distraction,sedan
2019-04-12,EVENING,91,41,0,west 31 street                  ,unspecified,station wagon/sport utility vehicle
2019-04-12,MORNING,65,26,0,5 avenue                        ,unspecified,station wagon/sport utility vehicle
2019-04-12,SMALL HOURS,12,6,0,pitt street                     ,driver inattention/distraction,sedan
2019-04-13,AFTERNOON,110,41,0,allerton avenue                 ,driver inattention/distraction,sedan
2019-04-13,EVENING,55,22,0,park avenue                     ,unspecified,station wagon/sport utility vehicle
2019-04-13,MORNING,57,16,0,linden boulevard                ,unspecified,station wagon/sport utility vehicle
2019-04-13,SMALL HOURS,30,12,0,delancey street                 ,driver inattention/distraction,sedan
2019-04-14,AFTERNOON,84,28,0,3 avenue                        ,driver inattention/distraction,sedan
2019-04-14,EVENING,40,19,0,92 street                       ,unspecified,station wagon/sport utility vehicle
2019-04-14,MORNING,35,9,0,hillside avenue                 ,driver inattention/distraction,sedan
2019-04-14,SMALL HOURS,26,13,0,maple avenue                    ,driver inattention/distraction,sedan
2019-04-15,AFTERNOON,108,21,0,broadway                        ,unspecified,sedan
2019-04-15,EVENING,41,24,0,northern boulevard              ,driver inattention/distraction,sedan
2019-04-15,MORNING,96,28,0,46 avenue                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-15,SMALL HOURS,25,10,0,atlantic avenue                 ,unspecified,sedan
2019-04-16,AFTERNOON,111,26,0,1 avenue                        ,driver inattention/distraction,sedan
2019-04-16,EVENING,39,6,0,2 avenue                        ,driver inattention/distraction,sedan
2019-04-16,MORNING,108,19,1,broadway                        ,unspecified,sedan
2019-04-16,SMALL HOURS,17,2,1,saint nicholas avenue           ,passing or lane usage improper,sedan
2019-04-17,AFTERNOON,107,25,1,broadway                        ,unspecified,sedan
2019-04-17,EVENING,45,17,0,jamaica avenue                  ,driver inattention/distraction,sedan
2019-04-17,MORNING,79,18,0,kings highway                   ,unspecified,sedan
2019-04-17,SMALL HOURS,25,7,0,hillside avenue                 ,unspecified,sedan
2019-04-18,AFTERNOON,78,24,0,broadway                        ,unspecified,sedan
2019-04-18,EVENING,45,19,0,2 avenue                        ,driver inattention/distraction,sedan
2019-04-18,MORNING,60,10,0,flushing avenue                 ,unspecified,station wagon/sport utility vehicle
2019-04-18,SMALL HOURS,12,3,0,west gun hill road              ,driver inattention/distraction,sedan
2019-04-19,AFTERNOON,84,31,0,flatlands avenue                ,driver inattention/distraction,sedan
2019-04-19,EVENING,57,13,0,east 98 street                  ,driver inattention/distraction,sedan
2019-04-19,MORNING,58,19,0,linden boulevard                ,unspecified,sedan
2019-04-19,SMALL HOURS,11,4,0,27 avenue                       ,driver inattention/distraction,sedan
2019-04-20,AFTERNOON,70,24,0,3 avenue                        ,driver inattention/distraction,sedan
2019-04-20,EVENING,53,15,0,jerome avenue                   ,driver inattention/distraction,sedan
2019-04-20,MORNING,47,19,0,liberty avenue                  ,unspecified,sedan
2019-04-20,SMALL HOURS,23,7,0,jackson avenue                  ,driver inattention/distraction,sedan
2019-04-21,AFTERNOON,66,17,0,bay parkway                     ,driver inattention/distraction,sedan
2019-04-21,EVENING,39,14,0,11 avenue                       ,unspecified,station wagon/sport utility vehicle
2019-04-21,MORNING,33,10,0,217 street                      ,unspecified,station wagon/sport utility vehicle
2019-04-21,SMALL HOURS,31,20,0,wortman avenue                  ,unspecified,sedan
2019-04-22,AFTERNOON,122,23,0,eastern parkway                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-22,EVENING,24,15,0,murray street                   ,unspecified,station wagon/sport utility vehicle
2019-04-22,MORNING,69,13,0,8 avenue                        ,driver inattention/distraction,sedan
2019-04-22,SMALL HOURS,17,5,0,eldridge street                 ,unspecified,station wagon/sport utility vehicle
2019-04-23,AFTERNOON,102,32,0,flatbush avenue                 ,driver inattention/distraction,sedan
2019-04-23,EVENING,48,17,0,new york avenue                 ,driver inattention/distraction,sedan
2019-04-23,MORNING,86,30,0,linden boulevard                ,driver inattention/distraction,sedan
2019-04-23,SMALL HOURS,23,7,0,shea road                       ,driver inattention/distraction,sedan
2019-04-24,AFTERNOON,85,31,0,webster avenue                  ,driver inattention/distraction,sedan
2019-04-24,EVENING,55,32,0,7 avenue                        ,unspecified,sedan
2019-04-24,MORNING,76,23,0,sanford avenue                  ,driver inattention/distraction,sedan
2019-04-24,SMALL HOURS,9,6,0,gold street                     ,turning improperly,sedan
2019-04-25,AFTERNOON,97,20,0,50 street                       ,driver inattention/distraction,sedan
2019-04-25,EVENING,52,25,0,east fordham road               ,driver inattention/distraction,sedan
2019-04-25,MORNING,56,11,0,metropolitan avenue             ,driver inattention/distraction,sedan
2019-04-25,SMALL HOURS,17,7,0,stratford avenue                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-26,AFTERNOON,87,28,0,broadway                        ,unspecified,sedan
2019-04-26,EVENING,54,25,0,broadway                        ,driver inattention/distraction,sedan
2019-04-26,MORNING,60,15,0,greenpoint avenue               ,unspecified,station wagon/sport utility vehicle
2019-04-26,SMALL HOURS,20,2,0,east 66 street                  ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-27,AFTERNOON,80,29,0,leonard street                  ,driver inattention/distraction,sedan
2019-04-27,EVENING,50,28,0,northern boulevard              ,driver inattention/distraction,sedan
2019-04-27,MORNING,56,13,1,rockaway parkway                ,driver inattention/distraction,sedan
2019-04-27,SMALL HOURS,32,15,0,linden boulevard                ,failure to yield right-of-way,sedan
2019-04-28,AFTERNOON,62,11,0,west end avenue                 ,driver inattention/distraction,sedan
2019-04-28,EVENING,33,7,0,adams street                    ,driver inattention/distraction,sedan
2019-04-28,MORNING,36,10,0,eastern parkway                 ,driver inattention/distraction,sedan
2019-04-28,SMALL HOURS,33,10,0,99 street                       ,driver inattention/distraction,sedan
2019-04-29,AFTERNOON,81,22,0,5 avenue                        ,unspecified,station wagon/sport utility vehicle
2019-04-29,EVENING,45,17,0,white plains road               ,unspecified,sedan
2019-04-29,MORNING,101,38,0,linden boulevard                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-04-29,SMALL HOURS,20,9,0,bushwick avenue                 ,unspecified,sedan
2019-04-30,AFTERNOON,98,24,0,vandam street                   ,driver inattention/distraction,sedan
2019-04-30,EVENING,39,12,0,9 avenue                        ,unspecified,sedan
2019-04-30,MORNING,87,38,0,northern boulevard              ,driver inattention/distraction,sedan
2019-04-30,SMALL HOURS,14,3,0,canal street                    ,driver inattention/distraction,sedan
2019-05-01,AFTERNOON,108,29,0,5 avenue                        ,driver inattention/distraction,sedan
2019-05-01,EVENING,45,20,0,amsterdam avenue                ,unspecified,sedan
2019-05-01,MORNING,70,14,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-01,SMALL HOURS,19,6,1,2 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-02,AFTERNOON,105,39,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-02,EVENING,51,17,0,jamaica avenue                  ,unspecified,station wagon/sport utility vehicle
2019-05-02,MORNING,83,19,1,linden boulevard                ,driver inattention/distraction,sedan
2019-05-02,SMALL HOURS,20,5,0,east 173 street                 ,unspecified,sedan
2019-05-03,AFTERNOON,115,22,1,metropolitan avenue             ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-03,EVENING,55,25,0,linden boulevard                ,driver inattention/distraction,sedan
2019-05-03,MORNING,83,17,0,jamaica avenue                  ,driver inattention/distraction,sedan
2019-05-03,SMALL HOURS,24,12,0,lexington avenue                ,driver inattention/distraction,sedan
2019-05-04,AFTERNOON,86,16,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-04,EVENING,69,25,0,saratoga avenue                 ,driver inattention/distraction,sedan
2019-05-04,MORNING,44,8,0,5 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-04,SMALL HOURS,30,19,0,103 avenue                      ,unspecified,sedan
2019-05-05,AFTERNOON,64,25,0,4 avenue                        ,driver inattention/distraction,sedan
2019-05-05,EVENING,60,23,0,5 avenue                        ,unspecified,sedan
2019-05-05,MORNING,47,22,0,wythe avenue                    ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-05,SMALL HOURS,48,25,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-05-06,AFTERNOON,98,32,0,northern boulevard              ,driver inattention/distraction,sedan
2019-05-06,EVENING,26,10,0,lorimer street                  ,driver inattention/distraction,sedan
2019-05-06,MORNING,100,28,0,3 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-06,SMALL HOURS,24,21,0,northern boulevard              ,unspecified,station wagon/sport utility vehicle
2019-05-07,AFTERNOON,123,45,0,kings highway                   ,driver inattention/distraction,sedan
2019-05-07,EVENING,49,21,0,metropolitan avenue             ,unspecified,sedan
2019-05-07,MORNING,91,19,0,northern boulevard              ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-07,SMALL HOURS,20,5,0,east 222 street                 ,unspecified,sedan
2019-05-08,AFTERNOON,130,41,1,3 avenue                        ,unspecified,sedan
2019-05-08,EVENING,42,21,0,queens boulevard                ,unspecified,station wagon/sport utility vehicle
2019-05-08,MORNING,84,16,0,34 avenue                       ,driver inattention/distraction,sedan
2019-05-08,SMALL HOURS,17,4,0,west 178 street                 ,unspecified,station wagon/sport utility vehicle
2019-05-09,AFTERNOON,113,22,0,avenue of the americas          ,driver inattention/distraction,sedan
2019-05-09,EVENING,39,14,0,hillside avenue                 ,driver inattention/distraction,sedan
2019-05-09,MORNING,91,34,0,madison avenue                  ,driver inattention/distraction,sedan
2019-05-09,SMALL HOURS,19,8,0,west 39 street                  ,driver inattention/distraction,sedan
2019-05-10,AFTERNOON,130,44,0,east tremont avenue             ,unspecified,sedan
2019-05-10,EVENING,52,26,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-10,MORNING,83,29,0,atlantic avenue                 ,unspecified,sedan
2019-05-10,SMALL HOURS,23,9,0,broadway                        ,driver inattention/distraction,sedan
2019-05-11,AFTERNOON,97,41,1,avenue u                        ,driver inattention/distraction,sedan
2019-05-11,EVENING,57,16,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-11,MORNING,58,18,0,queens boulevard                ,unspecified,sedan
2019-05-11,SMALL HOURS,41,12,0,rockaway boulevard              ,unspecified,sedan
2019-05-12,AFTERNOON,92,20,0,2 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-12,EVENING,44,18,0,east 52 street                  ,driver inattention/distraction,sedan
2019-05-12,MORNING,46,11,0,remsen avenue                   ,driver inattention/distraction,sedan
2019-05-12,SMALL HOURS,41,18,0,norfolk street                  ,unspecified,sedan
2019-05-13,AFTERNOON,103,27,0,york avenue                     ,driver inattention/distraction,sedan
2019-05-13,EVENING,40,12,0,avenue of the americas          ,unspecified,sedan
2019-05-13,MORNING,92,16,0,union turnpike                  ,unspecified,sedan
2019-05-13,SMALL HOURS,18,3,0,north conduit avenue            ,unspecified,sedan
2019-05-14,AFTERNOON,105,29,0,ocean parkway                   ,driver inattention/distraction,sedan
2019-05-14,EVENING,57,23,0,65 street                       ,driver inattention/distraction,sedan
2019-05-14,MORNING,92,22,0,2 avenue                        ,unspecified,station wagon/sport utility vehicle
2019-05-14,SMALL HOURS,20,6,0,hempstead avenue                ,driver inattention/distraction,sedan
2019-05-15,AFTERNOON,106,21,0,amsterdam avenue                ,driver inattention/distraction,sedan
2019-05-15,EVENING,39,13,0,jamaica avenue                  ,driver inattention/distraction,sedan
2019-05-15,MORNING,107,31,0,avenue l                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-15,SMALL HOURS,19,3,0,bruckner boulevard              ,unspecified,sedan
2019-05-16,AFTERNOON,106,30,0,amsterdam avenue                ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-16,EVENING,52,20,0,atlantic avenue                 ,unspecified,sedan
2019-05-16,MORNING,81,8,0,atlantic avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-16,SMALL HOURS,19,9,0,park hill lane                  ,driver inattention/distraction,sedan
2019-05-17,AFTERNOON,115,35,0,rockaway boulevard              ,driver inattention/distraction,sedan
2019-05-17,EVENING,60,33,0,broadway                        ,unspecified,sedan
2019-05-17,MORNING,100,20,0,broadway                        ,unspecified,sedan
2019-05-17,SMALL HOURS,24,7,0,broadway                        ,driver inattention/distraction,sedan
2019-05-18,AFTERNOON,109,32,1,broadway                        ,unspecified,sedan
2019-05-18,EVENING,67,31,0,atlantic avenue                 ,driver inattention/distraction,sedan
2019-05-18,MORNING,53,28,0,atlantic avenue                 ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-18,SMALL HOURS,29,14,0,flatbush avenue                 ,alcohol involvement,sedan
2019-05-19,AFTERNOON,97,21,0,broadway                        ,following too closely,sedan
2019-05-19,EVENING,52,15,0,1 avenue                        ,unspecified,sedan
2019-05-19,MORNING,30,9,0,8 avenue                        ,unspecified,sedan
2019-05-19,SMALL HOURS,24,7,0,church avenue                   ,unspecified,sedan
2019-05-20,AFTERNOON,113,32,0,north conduit avenue            ,unspecified,station wagon/sport utility vehicle
2019-05-20,EVENING,39,16,0,rockaway parkway                ,unspecified,station wagon/sport utility vehicle
2019-05-20,MORNING,82,14,0,5 avenue                        ,unspecified,station wagon/sport utility vehicle
2019-05-20,SMALL HOURS,20,10,0,humboldt street                 ,unspecified,sedan
2019-05-21,AFTERNOON,141,53,0,east tremont avenue             ,driver inattention/distraction,sedan
2019-05-21,EVENING,59,29,0,pennsylvania avenue             ,unspecified,sedan
2019-05-21,MORNING,104,27,0,2 avenue                        ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-21,SMALL HOURS,17,6,1,queens boulevard                ,driver inattention/distraction,sedan
2019-05-22,AFTERNOON,116,35,0,bruckner boulevard              ,driver inattention/distraction,sedan
2019-05-22,EVENING,56,26,0,linden boulevard                ,driver inattention/distraction,sedan
2019-05-22,MORNING,80,13,0,broadway                        ,driver inattention/distraction,sedan
2019-05-22,SMALL HOURS,24,3,0,12 avenue                       ,driver inattention/distraction,sedan
2019-05-23,AFTERNOON,114,21,0,utica avenue                    ,driver inattention/distraction,sedan
2019-05-23,EVENING,31,12,0,10 avenue                       ,driver inattention/distraction,sedan
2019-05-23,MORNING,106,33,0,eastern parkway                 ,driver inattention/distraction,sedan
2019-05-23,SMALL HOURS,23,10,0,avenue k                        ,driver inattention/distraction,sedan
2019-05-24,AFTERNOON,125,40,0,3 avenue                        ,driver inattention/distraction,sedan
2019-05-24,EVENING,49,24,0,jerome avenue                   ,failure to yield right-of-way,sedan
2019-05-24,MORNING,95,30,0,5 avenue                        ,driver inattention/distraction,sedan
2019-05-24,SMALL HOURS,22,5,0,claremont parkway               ,unspecified,sedan
2019-05-25,AFTERNOON,71,38,0,broadway                        ,driver inattention/distraction,sedan
2019-05-25,EVENING,35,14,0,canal street                    ,driver inattention/distraction,sedan
2019-05-25,MORNING,60,17,0,south conduit avenue            ,driver inattention/distraction,sedan
2019-05-25,SMALL HOURS,33,13,1,10 avenue                       ,unspecified,sedan
2019-05-26,AFTERNOON,82,42,0,20 avenue                       ,driver inattention/distraction,station wagon/sport utility vehicle
2019-05-26,EVENING,54,33,0,east 98 street                  ,driver inattention/distraction,sedan
